"...1","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.01","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.02","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.03","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.04","median.X2024.05","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.02"
16,0.950762530167872,0.929659760169146,0.913886161602026,0.919519099563617,0.847574654457664,0.834155442891568,0.823419378271946,0.896815826495409,0.949784237972187,0.832830198643236,0.815635356035862,0.785664021968674,0.831834743916878,0.793193365962258,0.807371567698438,0.846909586604145,0.856203734874527,0.673258062386312,0.42705218114993,0.909264451927518,0.858144804834819,0.797816281415856,0.816495301967325,0.846739765278305,0.778039246797456,0.87599592612047,0.845313828527489,0.955109925432548,0.920920720825955,0.798846609451533,0.825160708307133,0.806634858446426,0.838030673632846,0.805808502454862,0.803044498351159,0.777069730062961,0.824611718936504,0.800243528667792,0.787972948290647,0.798954817785838,0.81219724302769,0.845384455128852,NA,0.87534101339773,0.87844453942037,0.903456707584043,0.884680349598723,0.873803017097511,0.449346408247885,0.402474328875573,0.747899174689763,0.380239573782444,0.370726916890251,0.374268070884149,0.404943825890983,0.458738526771529,0.509468843322167,0.423490716635243,0.349476237819826,0.34869421010323,0.594669547598478,0.644391734002961,0.628657163223924,0.644602704362228,0.641607184458935,0.712932849817937,0.456887282244589,0.502362234386288,0.563982153679868,0.765572619826986,0.836417620272773,0.81740101049931,0.762789878943243,0.812745109200572,0.807161136813556,0.722613855457589
17,0.939451710217537,0.907352207338118,0.887618424852247,0.887418307363992,0.45966741367262,0.430759303731772,0.400481051683473,0.430782414177182,0.438544343209648,0.376986146615582,0.305831102179612,0.33497050288816,0.429681601601073,0.513676307341719,0.630078274897975,0.67902612232642,0.67347197234628,0.572778227654426,0.126960789319186,0.510031427384659,0.462850396363291,0.604886520736333,0.802962974707267,0.811161656128712,0.701014709323631,0.779213795760294,0.71202505316773,0.661023678494258,0.612947424252899,0.533490384934683,0.528646755603171,0.823836709358791,0.861294942907982,0.842857368359406,0.792244021097804,0.744991199684296,0.668152720329236,0.577560614632577,0.557640722763288,0.545507575241909,0.808819368925552,0.896109281363107,NA,0.903082123299901,0.865337329395736,0.730803305103155,0.825237355963204,0.791256843043204,0.664003143400248,0.673119900347414,NA,0.842581840502418,0.856468584178486,0.830623800945272,0.809448037143524,0.808821404876267,0.824231305492083,0.822128862142631,0.713122566118903,0.619257886022454,0.881749407839524,0.898683936132681,0.849005943312329,0.878625961432923,0.877789053937474,0.901590523307778,0.728233662598446,0.755539820854961,0.785889744998963,0.756331118393975,0.883632101418198,0.893671952614261,0.865373317842121,0.90670868903397,0.607114419978651,0.877380959689629
18,0.92147788802963,0.880704989833554,0.844961646069651,0.858847776538145,0.895625727097777,0.873242376109069,0.871643256321575,0.897215473318899,0.930602269839024,0.8622950144976,0.819015761350022,0.796450082112003,0.85671132928323,0.837642799525916,0.819898849251164,0.856317911536908,0.846195931981007,0.59300757747448,0.743270786645809,0.876782675994759,0.826502084722672,0.825220739451647,0.838515301394002,0.860298002447154,0.846676534541232,0.876343592663556,0.831718205025678,0.925569584495143,0.89936881327088,0.787908287364584,0.814541539166406,0.838218924475879,0.845028390960088,0.849395401837075,0.789038739733894,0.840988798603337,0.786557146223424,0.783282912755842,0.781425932508248,0.793044909343323,0.846357985546714,0.849630554396231,0.401663701642643,0.882285151582653,0.89370400848454,0.939787957212451,0.922597815667777,0.912704543283222,0.794852425987596,0.792715470631455,NA,0.832003746188448,0.858312148785884,0.828473839088467,0.849864605136893,0.890718960762024,0.911793467889721,0.953634790011815,0.920635173691714,0.811421375497599,0.853901356747374,0.860287467394012,0.825126683688722,0.868256994555223,0.875145863330255,0.907466124851082,0.422898576154199,0.373465710792165,0.342958950881543,0.336606833721363,0.354586440941385,0.392105939713393,0.302541594010163,0.32245024937725,0.307880650045443,0.31758247783279
19,0.592352965474124,0.562745124101643,0.545588262379173,0.877205889672042,0.943137258291245,0.92791234570391,0.910588240623474,0.713624954223637,0.610675404469166,0.520697196324658,0.529411792755124,0.873202621936792,0.922281644561075,0.902614384889602,0.883006542921066,0.893883029619851,0.793725502491,0.576827119697221,NA,0.558431398868566,0.529673230648044,0.84242425181648,0.91194296425039,0.91820729630334,0.835084978739418,0.911942964250392,0.850980401039127,0.608110540292481,0.60130721330643,0.492315875517369,0.567156888544558,0.903641462326051,0.892031712734952,0.893300659954548,0.84575164318085,0.819801511587921,0.563507651289306,0.507843166589743,0.511111140251164,0.528291344642645,0.9224400917689,0.912226072129081,0.787189555168149,0.918898628113119,0.829479388121904,0.564215712249284,0.461904764175411,0.414950985461481,0.344444453716282,0.339215695857991,NA,0.382531201297594,0.411834739148619,0.389106760422401,0.4549019634724,0.55547124724235,0.629411786794691,0.647385641932497,0.453119432384325,0.41019608378411,0.588838636875162,0.634389162063612,0.569789422882943,0.632295292966543,0.64549021720889,0.714509820938135,0.470697199304902,0.596949915091232,0.613725513219862,0.73468561419126,0.770059148470563,0.749579846858989,0.777155319849652,0.840522885322584,0.782259583473216,0.683660149574293
20,0.955166069098732,0.909012071788154,0.868847972534911,0.861277384715652,0.918373280101169,0.887409707433173,0.891484051066213,0.922645141096561,0.962732921475865,0.852694747877703,0.841553553938685,0.806045763194449,0.871933322021856,0.852000646474803,0.807647070288668,0.866469234538513,0.853766778582001,0.946712805944254,0.336143800616189,0.924448331688821,0.861881427466756,0.835530366523917,0.851583719253416,0.877353680497698,0.84750147857281,0.915803779711816,0.865064313334665,0.977951860023651,0.945565514217036,0.843771480164354,0.852238262599154,0.851878383366894,0.879492131901507,0.860174300272858,0.827416741171181,0.836718378671804,0.893031486278547,0.817422552418049,0.812574606226737,0.848888897895682,0.882243407172035,0.880966316270453,0.789775922894358,0.925927260813798,0.942410019082035,0.986447059631267,0.965335091325717,0.969907964978787,0.45321877344267,0.374563384740154,0.355378916940333,0.408509069457512,0.422208888190416,0.448344761037362,0.471090389098509,0.507372566313476,0.546773950259831,0.46578947572375,0.371833917674063,0.378414809787912,0.730793401015815,0.787653013251073,0.746642914685373,0.736903328731243,0.712574612187353,0.559199025022529,0.32774284744439,0.434602080022764,0.474453649330473,0.781490209102456,0.863349335791356,0.83655510315983,0.641014850267857,0.649592031603832,0.607302254644264,0.526428236398218
21,0.934878455696627,0.900227468444312,0.853342550454369,0.845091583309851,0.889360697867593,0.861446414195327,0.86890302848171,0.909907981827462,0.948591419638492,0.740336899561837,0.829921305801889,0.792770539640952,0.849339942973455,0.83320037054606,0.775049545416036,0.846365137540569,0.857588718712945,0.924082424378212,0.59896310172132,0.891203710188462,0.842522865605312,0.814596602729332,0.831637841638407,0.849680912460706,0.835133125879907,0.879117535139791,0.838433256286012,0.941600764708152,0.895838356435112,0.807705549817327,0.822386187549667,0.820721930059748,0.845267498934737,0.834241965368626,0.802256556862578,0.795890887501249,0.862029169961424,0.791886139240255,0.785704043903808,0.803189766334458,0.831014280292557,0.8420288639684,0.755117446184218,0.87617416636459,0.896885160207755,0.948313490719951,0.928182183657942,0.919527034697463,0.481154528931583,0.372357864399862,0.348621346199281,0.375510886877556,0.380284402853534,0.392603116611214,0.394055565208706,0.385549177093949,0.382089947918221,0.383840439648617,0.320779193601545,0.314689706646998,0.589922250317118,0.671649989603139,0.653874341443551,0.661888761785441,0.63671393318596,0.454901978256298,0.278399478380095,0.351682635379474,0.372974074617575,0.665095545351824,0.806038885746589,0.802359807134391,0.513116585954407,0.516427830460717,0.473614578716828,0.435309204459272
23,0.898587397990683,0.854399204254144,0.814359872656694,0.837990205734953,0.890885591506951,0.865862250328057,0.869181593475126,0.885204997929648,0.917450985312454,0.748758184909741,0.801669328196622,0.805829776429578,0.855738570690147,0.842973865568628,0.817951329309358,0.854992120430375,0.849834488196802,0.905953659794543,0.824434399604784,0.856339877843851,0.810939123756002,0.807746716698654,0.842265804608656,0.848925376740781,0.842329888659362,0.877359788431673,0.837061594909339,0.915612750127907,0.87980392873285,0.795710796490307,0.814140282571307,0.452265798052159,0.391455114828923,0.384207744050683,0.360649095527092,0.392727279121256,0.42817127278877,0.357603494326278,0.336562870179911,0.321639939329859,0.402614384889621,0.561078457534343,0.546666693687439,0.631045773625463,0.598319351673216,0.10941176563507,0.469313727319253,0.42166054388509,0.354061633348486,0.376535955071469,0.588555446692887,0.675778566037914,0.724083555781331,0.709919279112489,0.656241850554946,0.617220824179467,0.627633401127762,0.411145516132083,0.441960787773144,0.403393670916573,0.485216331387333,0.59435296535493,0.635434195399318,0.687145988146572,0.697347192203327,0.670588254928593,0.412669718265583,0.477542484998706,0.512975807575626,0.710620932281021,0.853384695947162,0.856477300326019,0.698899226753323,0.715623040353082,0.74411766231059,0.563289786378572
26,0.584784338474247,0.519492531523943,0.494117665290833,0.87544757775635,0.93979666299289,0.919298250424221,0.896041441638515,0.766339883208379,0.666091523170435,0.495798319578157,0.484531604581373,0.733333349227896,0.912304637224778,0.902900670185569,0.860504209995258,0.877917841076862,0.816862756013792,0.602272750979102,0.373647066354717,0.515343944231573,0.483384933910851,0.774291952450981,0.888888895511622,0.900169429219793,0.778585557690995,0.900549025535581,0.854473562801553,0.60254321918627,0.568362107402381,0.474509818900016,0.508720850944478,0.911714434623699,0.896430373191851,0.894636537737525,0.853805878888021,0.855468803802405,0.618447965299565,0.489628513392617,0.490170940756782,0.496813725680197,0.917839927751493,0.893044382020043,0.411764711141586,0.899433557192458,0.844399378217488,0.610912214154738,0.58847705917814,0.562091529369319,0.491233188012436,0.54360413551362,NA,0.883465034748195,0.910382231534344,0.896960806846596,0.879738569259589,0.842636638499353,0.794840053508206,0.698269914178223,0.533613473176994,0.385903557410015,0.906742351619817,0.901268748676085,0.839610173152055,0.890558075904859,0.877038472988577,0.636974811553925,0.520366885008323,0.380438849330029,0.388932468493854,0.45940023310056,0.518462158652001,0.553619005062047,0.614463442756441,0.660871094307256,0.597647082805762,0.505611928372616
27,0.961679042832365,0.903222904123109,0.859660726584745,0.858103008693959,0.890836341040475,0.862035167114488,0.867700191407368,0.906221725046635,0.956378603423083,0.660812751106594,0.836310830381181,0.81328186964124,0.857016540625516,0.839105891942978,0.763363755323033,0.856007138707421,0.86319959262349,0.930313278888834,0.542745125293732,0.902216148099234,0.848623498822703,0.824962303042412,0.833010137081146,0.850595252854483,0.837202924561788,0.884551403197375,0.842488177069302,0.964025935098048,0.857004839441051,0.812867658212781,0.827073131222278,0.833852257873073,0.849486470222473,0.840495652208726,0.798993122738761,0.730857230722904,0.873968905416028,0.794585717493488,0.78593402708362,0.811326120636965,0.848976043860118,0.845109789671298,0.802352952957153,0.885114616071674,0.916345508704925,0.973518397700921,0.755676606187114,0.701033885912462,0.49256254270159,0.419607847929001,0.352807495404374,0.356230242598441,0.33532476471737,0.338109041140838,0.35537478264342,0.486956522516582,0.777450993657112,0.344952805174722,0.466565248781237,0.347435144764004,0.324249397730455,0.306739537930879,0.360908816258113,0.363888897001743,0.438467495927685,0.940879706756489,0.442180778195218,0.358215018593032,0.372866212883416,0.47927928051433,0.609940743723581,0.610052310824394,0.627318814899145,0.925319697545922,0.860465124595997,0.427450984716415
29,0.771350153684621,0.712922666485868,0.681481500466686,0.872406053356816,0.920683116682112,0.901938508518716,0.879815462757559,0.784539982676505,0.787718510904982,0.690441194921744,0.670457535982134,0.815515782522116,0.889032264678707,0.880204255506395,0.864188461254039,0.849866256432192,0.789259079019578,0.476091801781544,0.682217733613385,0.698677628539338,0.651180785067766,0.769434846499385,0.877038938843683,0.903251095921142,0.889528197934849,0.902493003010748,0.834539979696272,0.770799410343176,0.730367034673709,0.609411787986761,0.656357504374596,0.876059463427911,0.883586145796865,0.881954327225684,0.631686296462992,0.840429514646531,0.70179298721456,0.624202366058653,0.61283424767582,0.618151954191179,0.877799284889508,0.883388242244718,NA,0.86170266398901,0.811593641970792,0.750335412197997,0.731971693535654,0.714480363147371,0.596323553472764,0.593631664911915,NA,0.863022883981463,0.890492314057382,0.886423063097577,0.851307198405263,0.763321813415102,0.747660145759592,0.795635135795781,0.70501091082892,0.589518300913005,0.88419048309326,0.893947150396263,0.862798826335227,0.857048233215875,0.805427182465801,0.542939683725682,0.333322686831601,0.388994551802942,0.390441183000812,0.44506195443541,0.53857931886849,0.553218019709872,0.40317803539269,0.448154559030266,0.439215717681994,0.421777782440212
30,0.956985296681523,NA,0.307169129140675,0.278562104701996,0.773921582102776,0.812470599412918,0.812892168015242,0.495611578226089,0.951960787177086,0.362371623516083,0.338562101125717,0.407287587225437,0.801674848422408,0.867279419675469,0.805602252483368,0.831209160387516,0.524166695028544,NA,NA,NA,0.384987751953304,0.436274513602257,0.840422332286835,0.891666685541471,0.856732050577799,0.835472380573099,0.618487417697906,0.973202615976334,NA,0.369607850909233,0.400553047657013,0.698202632367611,0.909803926944733,0.897918185702077,0.871611260849497,0.819370183077725,0.901470594108105,NA,0.450939545407891,0.423627455532551,0.79297386854887,0.909204798440138,NA,0.844671791014464,0.703088252991438,NA,0.655793246897784,0.802941188216209,0.490950226783752,0.487081922152463,0.746568642556667,0.893043890595436,0.912019639015198,0.86435297369957,0.777988628033669,0.843660140037537,0.981558029716079,0.667973875999451,0.696969715031711,NA,0.905109928412871,0.91951447725296,0.878129720687866,0.879921575784683,0.761887269094586,0.976470589637756,0.738057056611234,0.55718956887722,0.588441716997247,0.879939675331116,0.915947717428207,0.884937618266452,0.742238577455282,0.981305399986163,0.972549021244049,0.848627460002899
