"...1","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.01","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.02","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.03","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.05","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.02"
1,0.902202862280334,0.817269303930005,0.784242437102392,0.833662333904622,0.872107409142014,0.854621857404615,0.810653606057054,0.87633713908212,0.93021709099412,0.804848496480275,0.716689483370565,0.651575996325566,0.844192189082655,0.823111121654409,0.799354106538436,0.758605678875876,0.726928777730598,0.874844988186936,0.824106123517429,0.81021521934647,0.775603728545142,0.773148611803618,0.820409992879017,0.840920751509363,0.803883321401417,0.852514927801774,0.782026156782844,0.920211166143554,0.864836609363502,0.728772394682973,0.764946086667821,0.83106132348365,0.82627104974417,0.820403534433116,0.772592606147149,0.805882364511397,0.841536624091012,0.707618637394323,0.713120688253268,0.754201061585232,0.833952538276735,0.832202801027804,0.814552338008288,0.864705890417065,0.572689819336068,0.216233486007228,0.464705899358209,0.480627452134549,0.377342055241428,0.341930627823105,NA,0.332641301786341,0.317236673000821,0.338080505007311,0.351903123014264,0.385231546265276,0.465359479189463,0.396904030913189,0.323156711237785,0.328183331762559,0.518954277039123,0.595061752531579,0.539418553484308,0.566284721548139,0.559215712547919,0.570433090916824,0.329713433981258,NA,0.494500988408312,0.548459410667682,0.712802785284554,0.768022645765329,0.756272415960714,0.61452911330026,0.639544025132739,0.67822055470542,0.262613294755613
2,0.912572092869748,0.845072910189641,0.814438513734167,0.769796628019115,0.880511239955322,0.864197538958671,0.82477552812792,0.89300654232505,0.940099349975619,0.84630789401678,0.791464833652332,0.684610832821181,0.848132595419908,0.825556300329378,0.83351634979252,0.815617486050228,0.731619002389129,0.88517157547179,0.821417808532797,0.83375254540612,0.802415698051497,0.794740854307696,0.833796000212788,0.845238076789052,0.822847985830597,0.857593241859906,0.812138199806246,0.911063705392477,0.877696085721284,0.759386987521765,0.788104587793389,0.833370906183107,0.826970798628727,0.822680895788646,0.774936074795989,0.822606700308204,0.86023051274646,0.741377592086883,0.751422025062054,0.766100231806489,0.839419413696659,0.836559818850646,0.837032095275169,0.87112833925353,0.54347534837412,0.29718997087476,0.467189544439391,0.455863857606772,0.377162637079534,0.333094639104361,NA,0.316818569327772,0.299560525807891,0.308326028398638,0.31216183795208,0.379822904063854,0.394489954166842,0.355337699254409,0.303822550809798,0.322428447199419,0.478666696846626,0.578022236746542,0.511491714399111,0.519681585462543,0.527347809390078,0.550122575834613,0.314823540449185,NA,0.480070255585653,0.530167324280561,0.697619065642415,0.784313738346123,0.761749865656624,0.636918223265583,0.649786892144692,0.659159684181351,0.414485799414875
4,0.905882358551025,0.685933522556173,0.603548109531492,0.635986180866489,0.759590807168404,0.773986941576013,0.681940163436734,0.773669481277486,0.912377456203169,0.673415432142666,0.607894760213411,0.614460807293674,0.763986942172062,0.719411781430251,0.685671210289062,0.677281064987224,0.592745122313517,0.874509811401641,NA,0.155182078480788,0.608668753975415,0.641911786049619,0.717647075653107,0.747222237288965,0.713289770815121,0.709573258372015,0.680392175912983,0.943137258291514,0.774649873375968,0.628104597330122,0.645751655101795,0.719607859849941,0.78071896731856,0.785130731761481,0.710675398508724,0.692156881094146,0.725574547244662,0.63230627775193,0.528414200795341,0.590756326913857,0.703119447285485,0.78196079730989,NA,0.766515851020836,0.71544352769852,0.119327733559595,0.80318628624089,0.809432973732845,0.626257481782362,0.626470610499416,0.516557763020213,0.761538475751877,0.761463062121318,0.712180646983084,0.688398711383361,0.713725507259398,0.832313735485092,0.434294506031009,0.181217754357785,0.643731453202035,0.775401082905848,0.779248379170878,0.731535963714123,0.75074511289598,0.767201439900867,0.951225493103295,0.710392174124718,NA,0.69387256726623,0.708496749401094,0.776470601558685,0.78991597890853,0.758169949054735,0.726700573055843,0.844817936420541,0.938842207193382,0.348039224743886
5,0.948944196104888,0.894935218109227,0.866242572413945,0.78664005666592,0.892005248901008,0.878633060455378,0.860734350581528,0.926193851741086,0.956368189336267,0.886448256954185,0.829042515349684,0.801133971155607,0.851174450757301,0.826476907407996,0.796816196778681,0.864165964333916,0.854856675610054,0.926442257586143,0.914498762345694,0.886700394840157,0.843175506496561,0.820477540471142,0.839324340892738,0.848241567405421,0.844314763554597,0.872555029605187,0.834086492164236,0.948760555110856,0.910147731379509,0.772998639732262,0.805891386524593,0.827585636802068,0.452517828142474,0.823143207214186,0.78384769688493,0.839019617438288,0.835261034059975,0.76865566681489,0.759088274986589,0.77846671520044,0.809438821365292,0.826529816893292,0.812842247130669,0.863680799590939,0.794946186770215,0.158714602394144,0.509836135375829,0.524839483754383,0.424752497081961,0.354828727760786,0.348742474199744,0.326487976281993,0.307794415767955,0.30198142238175,0.328320056200397,0.416052200530632,0.458040283831622,0.213606223248082,0.16314670964533,0.318674147129314,0.457068065386837,0.513266446690456,0.511624104970155,0.530181919882151,0.44289979307751,0.500241859853545,0.288048565389039,0.378259859905275,0.348101089058348,0.384016643871181,0.563174408216185,0.671947863019034,0.632043724986253,0.58621014523954,0.645880288107882,0.567455363472184,0.264424804938216
6,0.994002307162565,0.780377699220237,0.825703335196992,0.816060059983231,0.872610746803897,0.864481800794565,0.807223194881325,0.919321900233626,0.995212318341425,0.857483668625355,0.809605372479957,0.776876281047592,0.841305533791753,0.812470500006843,0.802865356783153,0.84650753969727,0.715847767801762,0.943095539478401,NA,0.833223186851887,0.819066382102851,0.80687012797895,0.813308749257038,0.831505046502947,0.826392017839295,0.865183728582676,0.791464833652272,0.965737876139189,0.913793108586607,0.759309939866773,0.79960481510602,0.810215981758123,0.820856242443828,0.808864543867238,0.777713555668697,0.808262812951883,0.814358671195805,0.72663936055586,0.716367551573972,0.783508144838829,0.811523389816232,0.828954659539474,0.748366028069953,0.869404083139709,0.872824989424774,NA,0.961220045884308,0.931547991696096,0.650009923811964,0.488576907158371,0.377209441817448,0.377995649973741,0.359412976020841,0.352271452362853,0.411280374009391,0.585208762873551,0.934165185147859,0.180205419659615,0.34181026888596,0.404566895735598,0.569405029046205,0.489677353037868,0.455735682737351,0.515170307535979,0.562836021382372,0.97147950259122,0.361809462308781,NA,0.486051724038457,0.543163899113277,0.676192152958718,0.641530202066235,0.587799588839298,0.57622348313302,0.613373577594561,0.681283441456881,0.136537548608956
9,0.926960788667202,0.875658853180242,0.855688111348586,0.811730115027989,0.877632035714824,0.87280339920843,0.836789853870869,0.922746154002785,0.948008388843177,0.889978220065435,0.836108607053757,0.675310260923949,0.846495537185355,0.828473730600259,0.830200063115036,0.864574656829121,0.799690414416163,0.920264482636784,0.908327384998924,0.795018234560567,0.843213748741657,0.816091710799619,0.816993474960327,0.841237783432007,0.837307718164193,0.863271613087919,0.821359620481578,0.937908500432968,0.908177910781488,0.798569924301571,0.823556845838373,0.826559169827221,0.383333340287209,0.833140829909932,0.800701963304051,0.831820935404081,0.882242481473466,0.769585575231097,0.762880541719832,0.796732038259506,0.81596639752388,0.827722162959423,0.817341853284611,0.865979189784439,0.878920642137528,0.922105833275677,0.932364345116671,0.901131497916355,0.503066594387556,0.374915672646415,0.311329584170694,0.300337160334868,0.287053069209351,0.293288096785545,0.286727011203766,0.297010844404047,0.36179121120556,0.115941177010536,0.242288400613984,0.286250012740493,0.351114809633263,0.384762277790144,0.421208488089698,0.46464613756975,0.499206379055977,0.501715700142086,0.260590190934663,0.361136257648468,0.366501968741417,0.392898260212656,0.572081335093997,0.673458625127872,0.664167165257442,0.540276844010634,0.562549045681953,0.551076850930198,0.175458574968
10,0.948956765234446,0.807585795781554,0.85534187968805,0.811839670626346,0.87591037154196,0.862164380347458,0.817986227019645,0.937633167218952,0.964502488752457,0.909402070112848,0.84988466869381,0.802140725663175,0.843403243249448,0.812656233824713,0.815413979239088,0.86335226382075,0.781834100484871,0.947635874286399,0.968842039356079,0.897640134669297,0.860894719116814,0.821424439728104,0.827321396678319,0.836920011445365,0.833359603897781,0.864884433368348,0.826302355190487,0.961490344700944,0.920822923705992,0.790718108611245,0.823207184880265,0.805915500467782,0.775246080202462,0.797517707571385,0.777837990538044,0.815800597331622,0.876820979633394,0.755526344344893,0.757124961177009,0.781266739174891,0.789759678153004,0.795091150117951,0.506639958105546,0.855062914682208,0.847056080667514,0.974197804850675,0.955712308975536,0.913956644694945,0.799165533037641,0.769329996545975,0.801762450895538,0.794469747539696,0.81307188669839,0.798460968473873,0.825750069445867,0.861481955184635,0.933019743874785,0.970568488141548,0.923532826382141,0.834967506840937,0.81965024922342,0.81575238862922,0.81015505213213,0.847596819395787,0.871105672170705,0.968893910968635,0.806381078974999,NA,0.399754088210059,0.365090357906731,0.334961294262942,0.328747515425591,0.342425138647921,0.358465713558778,0.399678565928259,0.409376994518782,0.134189187461155
11,0.845994406938536,0.722453720246735,0.746750715374909,0.797686100712311,0.905783391525307,0.894535761764812,0.844963095690063,0.836898405443512,0.861595681001378,0.746722138289174,0.708431389927852,0.808268680597869,0.876883392271223,0.85910098212105,0.801957025378937,0.870717348139948,0.847750874126647,0.842600763038216,0.805415511131246,0.813166905800935,0.758333347737754,0.802001539685499,0.873532633703256,0.883402920063626,0.86272678113428,0.894023985335015,0.844823960335016,0.864362753182613,0.815216234489564,0.704224471638752,0.732781015651226,0.874404082841717,0.870777636935754,0.867082156767184,0.831808288892101,0.855483740568156,0.809465866664328,0.704578602969308,0.69336060575534,0.698618556288069,0.634042575004205,0.867644409823217,NA,0.869594661777856,0.842795708294829,0.850036319758965,0.842316333518675,0.78724501169085,0.707387158343932,0.699476144240971,NA,0.863936011959431,0.882401163460772,0.878010938739202,0.873998302480437,0.833365054063071,0.837982625383656,0.865536132374202,0.815366157463527,0.748577189445457,0.87552182905135,0.876695603620802,0.850734663071888,0.873719417771622,0.869336255800878,0.870002398948815,0.477965578436825,0.288858781899192,0.326283857226381,0.319200898678808,0.310015608471918,0.311224576549742,0.366127900577905,0.476409315131748,0.489713431436529,0.511924333697176,0.435208870016987
12,0.931916662430436,0.888194451108599,0.855493659818263,0.758075906647245,0.874248373508501,0.866785838294458,0.851619353119614,0.914901965856579,0.94656709397105,0.875016680785623,0.820957210756138,0.791368716779895,0.834897778472179,0.815417468307518,0.839169499371672,0.852921379335056,0.845640974750112,0.914590251445844,0.782629364256257,0.870854967328598,0.83049052346103,0.806454982905311,0.820982694227853,0.834383455985249,0.833716998929613,0.856664050833515,0.827394565232426,0.914024091916747,0.83598785520657,0.756359837786825,0.798068062785827,0.80238357592717,0.815939289908344,0.802232948678532,0.761322304875491,0.756160050802951,0.823199220777831,0.749085716652094,0.739544937970966,0.743849916624668,0.768714396090418,0.790948319055906,0.718266936463751,0.822113300363334,0.709008600697603,0.896229267120471,0.879610726769304,0.854395730603921,0.521869750170371,0.380905702710239,0.324791281790576,0.325325434698911,0.313376320551757,0.319369789583122,0.32867824409535,0.352941185236285,0.357665741444242,0.412007909181832,0.320744217458206,0.310742712435892,0.534620468093828,0.577377402567626,0.503572804853798,0.475948562676635,0.477149878512292,0.464666455753587,0.259178935923185,0.331969319478341,0.414885625988389,0.434168945762309,0.633914328283841,0.708368173388303,0.670621601598954,0.569354088819793,0.608123272657579,0.58705884814321,0.512257254236845
13,0.826525831935891,0.673019168668881,0.707991903814037,0.770690728978342,0.893809103572452,0.878233445743705,0.838891599296591,0.830536814986459,0.829312745368004,0.723331369233933,0.676789234950748,0.780440841900593,0.860603279351137,0.840277787298027,0.780392169952473,0.856424460691594,0.831443860314127,0.793713528236155,0.64503741755949,0.754455546848006,0.708620707022538,0.7763511272527,0.856108605861725,0.871227821822894,0.732549018331506,0.880749766027852,0.83220119514398,0.832930293182337,0.793529424071057,0.654832131534864,0.693606473879808,0.837593520980386,0.854358983039935,0.843857670890053,0.805191723924017,0.832887388738938,0.777655898757955,0.672108242677563,0.660672744599483,0.679615627715849,0.471320263146963,0.84025012531624,NA,0.845324805804748,0.821989843580504,0.819565621614329,0.794406617001087,0.764401308540688,0.681854455652483,0.677052715327434,NA,0.844631730143911,0.863064514835548,0.850611521740187,0.853355817467354,0.833901467919365,0.852770682262199,0.853049118310782,0.798274521827503,0.703019003072544,0.866929960124534,0.863908120376269,0.842442819848723,0.86838402059227,0.871122619816692,0.733363058079266,0.388235308747325,0.339592270306666,0.309661975678356,0.315117942250376,0.32290989112013,0.358742847119004,0.43518074282593,0.434258651198064,0.439135983223081,0.436327120007694,0.380782925255485
