"...1","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.11","median.X2019.01","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.10","median.X2021.12","median.X2022.01","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2023.02","median.X2023.03","median.X2023.05","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.05","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.02"
1,0.910853227948961,0.85560850044259,0.81205179502547,0.764362872178329,0.81206915285613,0.808569365077549,0.827078174684619,0.892473025432331,0.937414166639326,0.808138877487534,0.720614488217986,0.815068071364932,0.728926726969939,0.796695987547196,0.840097058451537,0.88456225493354,0.895745572345011,0.849592634074724,0.845584104739785,0.800957091997176,0.790031165163094,0.80978617143395,0.773780329815918,0.850979720211278,0.798492890384138,0.910847887560614,0.796671608829294,0.810412274365045,0.8095798432827,0.802630015837285,0.803530583212434,0.781733251346683,0.835022648871282,0.897644262446827,0.778231213762258,0.798297499948469,0.828713784332408,0.830560391776673,0.92676413986651,0.957818279927203,0.956670958853516,0.536252886800216,0.369884024063747,0.300037079951936,0.306724245549766,0.282014816811409,0.28144237952645,0.296714312810312,0.305392334799586,0.330104424475787,0.30302956227425,0.284969212886243,0.316086621237378,0.436459577045786,0.479519133828916,0.495627532414616,0.514228677144276,0.540407685232079,0.447058828384741,0.272612020202266,0.379035246338173,0.35497698070628,0.372559615817342,0.749254411983388,0.735489880070469,0.510447803394947,0.513381638836313,0.500058481363747,0.389920394107482
4,0.925344957245778,0.864171131090764,0.835784323513416,0.820113862714559,0.854117655754142,0.845588244497872,0.837990205735064,0.825957059860732,0.929612874984786,0.810068903742645,0.772549033165637,0.821823429253172,0.792156875133386,0.6299346625803,0.819195057216419,0.848673596101662,0.555793252864481,0.801633998751457,0.801098051071173,0.771708697080392,0.775940659883819,0.794813421464692,0.768489069798579,0.822549030184735,0.761928118765325,0.850980401039514,0.781818194822698,0.781292202042735,0.795121963431153,0.788659260079755,0.787927732748105,0.750887036323527,0.798344238599127,0.837908506393394,0.72438727132975,0.74684097369513,0.833551208178137,0.824004763906559,0.89462041854862,0.933794698294459,0.921491738627948,0.776923090219413,0.762500014156172,NA,0.802476791959016,0.795206983884273,0.81817531748997,0.810226847143803,0.846568636596203,0.897254908085001,0.893155759235697,0.259840243945066,NA,0.838047569102467,0.847245573997517,0.812105723049444,0.845751643180798,0.855555564164969,0.931617651134592,0.954385967631142,NA,0.800000011920841,0.806591584327448,0.762594282627004,0.831237332574227,0.840422332286767,0.919758677482368,0.866063356399435,0.927450984716518
6,0.934551688652594,0.905326803028583,0.88312188316794,0.839731691699279,0.899126715519849,0.884004134880869,0.886890111621036,0.919967325031757,0.948132589459419,0.86693062633276,0.827681671170627,0.876278361853431,0.853319582186247,0.890196084976196,0.89300619280912,0.924509808421135,0.937830955295239,0.881060613149946,0.884645557403564,0.851699355244637,0.864950988441706,0.870263897834864,0.851458961680784,0.894024282693863,0.851189551353455,0.896225496381521,0.777254915237427,0.858434913931666,0.856705890893936,0.86254902780056,0.850077251954512,0.819084978103638,0.86655355244875,0.875660918541809,0.825413812290538,0.81821793091448,0.86484594643116,0.844117656350136,0.933544794426245,0.949872552007437,0.94697103037763,0.864751490049584,0.850500208990914,0.851832915907321,0.841641750881227,0.842625755330791,0.874157875776291,0.878251641243696,0.898702871799469,0.924610818516124,0.928537365149807,0.319702730544152,NA,0.871593773365021,0.872930290798346,0.857788679500421,0.895220594480634,0.903536747549182,0.946969700130549,0.960151146166027,NA,0.880100696070774,0.86629319190979,0.862492101807748,0.876186960148362,0.89492503509802,0.940085860399099,0.89886063135959,0.952100843191147
7,0.934059553676179,0.903050114711123,0.890676277024403,0.852941185235978,0.920855619690635,0.91108071665431,0.904986000061035,0.65154063701631,0.950108935435612,0.877422976493833,0.867935417329562,0.894162728868681,0.88029482009563,0.711372566223631,0.903703709443409,0.933071899414061,0.948366016149517,0.900240804019724,0.901096715765482,0.873025974711857,0.879827192274191,0.890196084976195,0.869875208898023,0.910364151000976,0.863678812980651,0.919825712839759,0.887581706047055,0.869771249592303,0.879500898447902,0.889943080563697,0.888499031987106,0.870889902114867,0.900280117988585,0.915341656858269,0.848418309688565,0.864513656672305,0.890909097411415,0.888098501881888,0.946793855847538,0.96750700473785,0.96056645115216,0.889673209190367,0.873709491321017,NA,0.868184701088935,0.870766496116465,0.893059452374776,0.892829138040543,0.909477129578589,0.940258660215012,0.939215689897534,0.384233700377606,NA,0.891118806951185,0.903137260675429,0.880491864883293,0.90465206258437,0.910588240623473,0.946248369216917,0.976575164794921,0.905882358551021,0.876629578100666,0.883369651105666,0.892156869173049,0.872679746150965,0.877901438120246,0.928431376814839,0.8919261886793,0.950158130738046
8,0.933756070477624,0.883549096827869,0.847114254420965,0.839075864292685,0.862649297051407,0.850043539863992,0.855304775159227,0.915501965820792,0.949175193226961,0.462745110824149,0.342275462537701,0.293145579347014,0.304805425567713,0.289556838408539,0.287472444375362,0.283014423516867,0.096839533719703,0.271862454900392,0.264246806861019,0.255186840117551,0.241184212506933,0.271940001709904,0.337223087656884,0.346045671276861,0.309791218886635,0.343864448909406,0.280459014868201,0.253672714531432,0.311597934422598,0.452800284602685,0.469941025075987,0.428947399049779,0.454711738139846,0.511701242923743,0.408647112603459,0.415352363810685,0.646557336300605,0.721623194457214,0.698234515037461,0.704904671758413,0.664799419019836,0.511154353126009,0.548309290748145,0.731919375271835,0.773990344672612,0.746219522966055,0.72006898496782,0.706583919165574,0.742992871375957,0.79479834607225,0.779855534277439,0.669487153893093,0.723541143955833,0.854144077668794,0.864748805693855,0.817740577376253,0.834680103185536,0.839159812293526,0.945346093500943,0.819291802278096,0.790076368699404,0.761953302074923,0.767386851067868,0.834030674790089,0.850806291902262,0.834688299061934,0.914274252210794,0.867739190598993,0.738998840893451
9,0.939333809427468,0.879935282237321,0.845896136231166,0.816790443405192,0.871775650170695,0.855176575573422,0.854284322410822,0.87916831882208,0.942454533988719,0.820920411688591,0.787124622881023,0.835813989556832,0.81998383931278,0.809332061941936,0.83020876028708,0.793364231512484,0.898974014229553,0.840576239994594,0.845602482557297,0.821723750832115,0.817151756774409,0.765932551904577,0.792973444478153,0.858098641850732,0.803751077340997,0.9318885489514,0.806456409884911,0.81270666245152,0.819006249647249,0.818638995815726,0.812067238092423,0.787143835733677,0.837274717562126,0.899831160654624,0.769779946972081,0.782867578573005,0.838624467035286,0.83206752055808,0.93542601281752,0.963970590382814,0.959640525281429,0.461135851078299,0.384135479276831,0.445524299922197,0.341062360339695,0.31252256620881,0.309182134673402,0.334948106723673,0.369533154368401,0.464448732430818,0.394133858197977,0.366615075029825,0.355777786374092,0.421400564908981,0.410881609862087,0.435673628122576,0.451414116928654,0.508434285354965,0.629958074929109,0.351207081293095,0.434550375773989,0.342371902390484,0.342046715737729,0.609028249979019,0.590944421464118,0.599852040128888,0.690226496652115,0.620753323925393,0.133736793825656
10,0.921690062698671,0.871145897228784,0.840076769741488,0.826462627910987,0.860493046110093,0.850358912714743,0.84486591973647,0.871917115709793,0.926774077051005,0.829261492547535,0.780985307923892,0.834754911810161,0.774293075466078,0.769924718559145,0.838481263426328,0.874364759994467,0.936910152435302,0.846697931425697,0.850506263421783,0.819714549538782,0.816792451580498,0.831630128265562,0.775922669995,0.860995980887221,0.799527116908748,0.897241511422655,0.827286655611671,0.826280606158265,0.832418310642244,0.799120975270505,0.831097361288575,0.810060101408819,0.844842648759169,0.895431500845328,0.786366355462106,0.81611158394284,0.844134078328335,0.838894774516425,0.913681413722255,0.691613753077012,0.624754792056212,0.447240683007612,0.377004472483505,0.31971364727348,0.320231042924668,0.295272598849307,0.298280784408409,0.32130773265348,0.348072696814505,0.385952410087642,0.342640031895573,0.314323657905525,0.338681572298365,0.413813234709123,0.433691976467783,0.482352968025128,0.505816102111858,0.521933600202315,0.554082302626446,0.388235305860769,NA,0.399187459743686,0.416537382788102,0.683800450014203,0.689114503033714,0.481069368648762,0.501409061188568,0.53473104834557,0.407861238317268
12,0.905772033097493,0.854590550766271,0.824640797941307,0.827048170962723,0.870270782709121,0.861550121859932,0.847828486255395,0.842050957217442,0.908357809131271,0.816112542929855,0.788750260165242,0.839386198831641,0.725081715732813,0.844624404473737,0.772467049156751,0.814811691105784,0.863223346268257,0.831332786571664,0.824765402983134,0.81952374518397,0.823958499741008,0.842035234409527,0.723513756990433,0.865531750427659,0.805582479869617,0.885588819947832,0.808508626981214,0.810954205054081,0.841477437629257,0.787000167088246,0.837280244790305,0.820388265510103,0.849063189824422,0.88213508327802,0.774601729121058,0.803846741223152,0.852332180449522,0.844889308769665,0.907767727971077,0.926703272342681,0.601920792034697,0.434815432404131,0.353466982115582,0.360927295871083,0.353210312478685,0.342195069248031,0.359137411003065,0.394257709383978,0.398814415515864,0.393256821283486,0.312194824603297,0.292412629593975,0.386467833334297,0.558478457689293,0.652955509450325,0.665795226891868,0.687542580558885,0.669130054406748,0.47843140118011,0.342789700497752,NA,0.367084546655908,0.383791978650853,0.786525067190334,0.800896565951609,0.517033276868909,0.521735531218511,0.511497355320245,0.436095302143406
13,0.927869579095516,0.857731967242721,0.821776028722523,0.801120460033419,0.852052704896779,0.837274325366069,0.837014438127572,0.717395693063731,0.932872850109229,0.777618377673915,0.782375491898637,0.821429684875519,0.803147586552722,0.789072495498016,0.762091517448429,0.854748182436993,0.850108941396078,0.804313737154004,0.813662250195776,0.805165924131872,0.797479003667833,0.80779957506392,0.783374475844114,0.826855309401889,0.765046902324842,0.786274522542953,0.45500795180734,0.393425611888665,0.322271560722931,0.335906872525821,0.33290850669146,0.299256266191091,0.342910226081551,0.364145666360855,0.359643502127048,0.337162999901923,0.387325951586602,0.501012047452321,0.603594794869417,0.764705896377563,0.552717113494893,0.43296569027007,0.481893413234504,0.642647080123425,0.670852206647399,0.627502602181956,0.61648661749706,0.650291074765848,0.736023727544512,0.870152513186132,0.735157334527262,0.607352964580053,0.74817928671836,0.852303930371994,0.805310469120741,0.742604711541438,0.789145670831213,0.813679365200152,NA,0.849614854902024,NA,0.730753370021508,0.751832921867777,0.840305020411812,0.850350148975851,0.793977603316302,0.902291027495731,NA,0.613267996907178
14,0.931434603242935,0.892395342926723,0.857189550995826,0.805314769086087,0.859515579307786,0.844972892010469,0.851410817082337,0.863958925008781,0.945249287550114,0.815106962892144,0.791209162771706,0.834626324150877,0.822205032957231,0.803444632807299,0.852518270997444,0.882381783250503,0.740094674044615,0.84687643411548,0.853443950414661,0.815843148231509,0.79950981587172,0.815561127155388,0.793269773995556,0.850980401039127,0.808823540806772,0.598242957483644,0.474908609006367,0.405503570694822,0.3394443074684,0.358628606064283,0.349704764423702,0.319089485653524,0.352364484001618,0.41988017906746,0.37685506308781,0.360305019219725,0.441526614129554,0.532041550383857,0.474785003222934,0.487929732188029,0.460056928377007,0.422719174919075,0.440703181357231,0.58141286405799,0.640633142138106,0.60000002384186,0.543537243088701,0.536403275800481,0.581009057800467,0.636842126909082,0.563261119942929,0.514685903276737,0.654411785304547,0.767810471355919,0.74272134629163,0.67292854574419,0.695202354421009,0.720705899000162,0.757800525945148,0.547950116070862,0.519528165096196,0.692751441463346,0.721296852177911,0.81764706969261,0.793600230167302,0.742445228730939,0.7643029955152,0.773711622025062,0.551256939768797
15,0.924107484552502,0.875294410388743,0.834206042892827,0.769814327172006,0.829087819223699,0.819122854264696,0.829156798373543,0.856917308999761,0.935855256493426,0.729014117892043,0.779800428711903,0.82634210912924,0.809779675781046,0.799683472768015,0.829022880909725,0.850669525262,0.830570738389858,0.842003847989661,0.839979194989249,0.424408037614951,0.308770770123411,0.299063660873863,0.291067987983065,0.272246599816712,0.270338891079764,0.313189039555215,0.295272590931224,0.271990162307014,0.349394766880254,0.435694992940316,0.441655493035372,0.389948477415987,0.452794352781586,0.438307593379932,0.338296882838652,0.328015380878932,0.59935113123046,0.742259402777864,0.598671292033058,0.584461824104543,0.550456982109527,0.46513630050003,0.474509828791176,0.830180709852972,0.837477045817028,0.829309768759473,0.823391854202538,0.795790055043998,0.686814800812885,0.684048199318234,0.656594447713606,0.588850540651483,0.73043751327984,0.905714952815778,0.907813877312113,0.851963651423551,0.850767377570862,0.827372782760248,0.727440773570774,0.561964441504966,0.425548570060151,0.544218462204384,0.550391217757984,0.89031703489104,0.891012052570227,0.719004062811629,0.693204535020515,0.701375181198456,0.53323601725244
16,0.704977393150335,0.620588257908836,0.591122028728328,0.850414790213109,0.927400708198548,0.914117652177811,0.889678955078125,0.859934648871424,0.74503580729167,0.614551106565879,0.81834999232922,0.904936732129848,0.76957405024562,0.864654290832972,0.884095867474875,0.57954753637314,0.603151284158238,0.579166691750297,0.634838143060384,0.875630259513855,0.886329749940147,0.898331249013861,0.87609411329031,0.902358630429144,0.841394344965617,0.723318266868594,0.634133148742353,0.638348437845708,0.902601815760136,0.89346405863762,0.888078438043595,0.856993472576142,0.884152256040013,0.741534908933025,0.598627474904063,0.573157564319415,0.904753422195261,0.882822719402612,0.899049322713507,0.746627466082575,0.754061639308932,0.61514539143135,0.617610770795082,0.876274517178532,0.879271715879441,0.873499710451473,0.896593771874905,0.892609357833863,0.880000007152558,0.894268482923509,0.370145485285791,0.328921578824521,0.286871282950693,0.378002458252019,0.387969431735706,0.494300074355549,0.544047646224502,0.552528406444358,0.546380117535593,0.552249161636139,0.438612371683123,0.520465713460012,0.568750025704508,0.784313738346103,0.749031294137241,0.622988528218774,0.687072135634347,0.650524416635205,0.50562094350656
17,0.684740001740677,0.561731832939511,0.526372577250006,0.803828209638602,0.910117652416226,0.896546351977367,0.844275784107948,0.741176486015318,0.705052807927135,0.537556588649752,0.798636959658728,0.888401468931616,0.87814089324739,0.84341299952939,0.841079136158558,0.511201531012009,0.503134186225612,0.542052593002933,0.51858250755783,0.844891650112057,0.869099305275287,0.88342606376957,0.851224172356964,0.877691083720751,0.804851436737885,0.685426621823703,0.547823695426301,0.561004240936222,0.872519318353041,0.872187830115615,0.869501641765236,0.839083719998596,0.844808752419519,0.653104595839989,0.521121459571942,0.525908818740526,0.890980398654935,0.876348046585913,0.794348339824115,0.693627469241627,0.668529431521899,0.531223827806016,0.551855230331424,0.842320270836347,0.868569102138279,0.859895004600773,0.873302534507337,0.863537991633179,0.829117657244195,0.793981493761143,0.357983201742176,0.326967160810124,0.288008268569646,0.358823537826541,0.359131429559933,0.433996543726506,0.482520326245125,0.519903679731593,0.615751656889917,0.350405081125082,0.467553690075878,0.515904168287916,0.557194596529011,0.70741920132895,0.683018021416242,0.587434266580312,0.632825003729918,0.62321881492539,0.175606518226158
