"...1","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.04","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.01","median.X2018.03","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.01","median.X2019.02","median.X2019.03","median.X2019.04","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2019.11","median.X2019.12","median.X2020.01","median.X2020.02","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2020.12","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.05","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.03","median.X2023.04","median.X2023.05","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.11","median.X2023.12","median.X2024.01","median.X2024.02","median.X2024.03","median.X2024.04","median.X2024.05","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.09","median.X2024.10","median.X2024.11","median.X2024.12","median.X2025.01","median.X2025.02","median.X2025.03"
1,0.902450986206532,0.681529430747032,0.648692831397057,0.457777810096741,0.843850276686928,0.928888893127441,0.895658292940685,0.860348569022285,0.80191722313563,0.83021915660185,0.964705884456635,0.648306616327979,0.647450998425484,0.837725477218628,0.901216675073673,0.876890740224293,0.874454772263243,0.84392157793045,0.823267984390259,0.797001165502212,NA,0.690082428248032,0.655686265230179,0.614379107952118,0.804977097243906,0.865966405187334,0.857938677836687,0.832679748535156,0.857638897374272,0.703652459032395,NA,0.950326800346375,0.99249387299642,0.798319339752197,0.52561775504089,0.499423318049487,0.576972568035126,0.591713771981708,0.603995305927176,0.62451314623073,0.713844342665239,0.864425778388977,0.993464052677155,0.536540535300277,0.524798180776484,0.422322779893875,NA,0.658312043418055,0.654679168354381,0.697158881596157,0.810422198192493,0.823500394821167,NA,0.684531609217326,0.770980405807495,0.568515430177961,0.450552587617527,0.720784330368042,0.773616126605443,0.789169013500214,0.804747186209026,0.854435114633469,0.854129539294676,0.867743183584774,NA,0.60924369096756,0.555793252858249,0.548062401493703,0.814798383217938,0.887035417912611,0.848888913790385,0.844934649765491,0.718451499938965,0.809477160374323,0.829691886901855,NA,0.906862750649452,0.871895432472229,0.676482491059737,0.686029430478811,0.783776537196277,0.830305772266169,0.882831180967936,0.875301005024659,NA,0.825210094451904,0.813798122935825,0.219362746924162,NA,NA,0.76993465423584
2,0.917211333910863,0.867828620804992,0.844582052607348,0.617277658503708,0.821960794925978,0.906686782836876,0.856797422965296,0.815904150406454,0.866666674613707,0.920915037393373,0.965387896351379,0.816470599174254,0.767647074027118,0.765867842567815,0.560784339898256,0.465121808374538,0.436862760782565,0.551198303702584,0.671267993450509,0.752941191195667,0.628104597330093,0.406022414565229,0.390366587950187,0.387430876493813,0.577967930926411,0.718805720861262,0.752941191194182,0.756209164857488,0.756045766174309,0.640849694609312,NA,0.776470601554165,0.864705890408409,0.678193720903403,0.379125181299238,0.46915800781849,0.799058821797758,0.835294127464486,0.817696501226726,0.799901995808274,0.790413955847445,0.780082577152945,0.913725495333274,0.481209151447208,0.424527643759925,0.432579189539949,0.704575181009179,0.829411745074012,0.874369757516097,0.780392169952457,0.892408251762523,0.859686276316363,0.743137270212173,0.674236225527687,0.736053146662025,0.533674367096703,0.532897631327594,0.870980399847218,0.889304819432201,0.91111111640934,0.886013078689762,0.902211103033567,0.903641462325093,0.9267973899837,0.615174788495488,0.406274515390356,0.54644260406638,0.517647087574947,0.879607850312855,0.914845943450958,0.901699344317276,0.888743652238049,0.892270705392314,0.892580799154284,0.978039216994163,0.814438494768927,0.623311569293256,0.726797401905275,0.486771610842501,0.667647078634822,0.838062293391119,0.899673208594367,0.913071910540207,0.9091503322125,0.86900585576111,0.879411771893053,0.865272339184744,0.586764728030685,0.878431379794955,0.840162281332123,0.632329051088907
3,0.939589970641666,0.860839555380998,0.831004336686183,0.806465868655836,0.807035522096466,0.907098421826945,0.859813797858446,0.831914182517899,0.862874863997917,0.922034620962786,0.993303167819972,0.780078063746072,0.774228810325346,0.779193912943175,0.633715323039549,0.568441369776165,0.55180232818838,0.557327470302599,0.676493585459059,0.850132494359194,0.781372562049851,0.482731347805559,0.4737016443869,0.450980395078764,0.499594439107751,0.591464845573326,0.60306722670822,0.634387109961132,0.678531944751854,0.582623118559621,NA,0.809803932905097,0.327834132416604,0.756526625156246,0.35491906366243,0.417699749567658,0.52116527897994,0.610406277226412,0.674533494761353,0.6714156995714,0.701934806833243,0.789709017155214,0.971262256614561,0.433605668445551,0.44073393599446,0.429831240159418,0.37010069666678,0.463626040928871,0.526495754718816,0.603114762374811,0.708849122213316,0.716666698455863,0.547058836037202,0.487723787517721,0.72663136775927,0.485490196943392,0.452911913839874,0.703321518697637,0.737571234605728,0.783574041313726,0.758338390091017,0.772022384257385,0.792782741604375,0.892957189253245,NA,0.359624421512294,0.583282938003447,0.611627130131889,0.811625654393037,0.887325752865168,0.85633788567321,0.850756761395775,0.771038935255465,0.857007839241794,0.776827107776201,0.246241834638818,0.981879649491027,0.87587035553788,0.660786564643035,0.812078945338667,0.823573859318767,0.842567553335317,0.89077836961456,0.88894658796186,NA,0.868378221352877,0.864496740102713,0.146928110718731,NA,0.912745103239861,0.689810164769113
5,NA,0.669887974858284,0.596393983939598,0.549455364545186,0.753641471266747,0.865775409069928,0.794240187853575,0.67127450555563,0.750634386258967,0.372113297382991,0.988235294818878,0.508144825696945,0.526058178523491,0.708918423421921,0.765118685207869,0.694934666156769,0.71166153330552,0.703594788908958,0.717775031607202,0.792717099189758,NA,0.608520098030567,0.588493320502733,0.598209742618644,0.636960785835981,0.733075331700476,0.728222662402737,0.738970603793859,0.72107844799757,0.59069886803627,NA,NA,0.301960796117783,0.739607858657837,0.504444465869003,0.576845699678297,0.79413828724309,0.787581712007523,0.763375364243984,0.731666706502438,0.758030886345721,0.724929988384247,NA,0.474509827378723,0.580951344083857,0.515318656340241,0.664612531661987,0.71252289613088,0.729629645744959,0.790255508639596,0.816594055957264,0.67464503337597,NA,NA,0.747174178852755,0.658496752381325,0.638051492162049,0.814666677713394,0.785159566823174,0.854733902215958,0.795783271712642,0.820761256358203,0.765452861785889,NA,NA,NA,0.671895444393158,0.655996372533399,0.776358556747436,0.845533778270086,0.81515808008155,0.82333905488542,0.733551214138667,0.777903504096545,0.709803938865662,NA,NA,0.771288529038429,0.625627817291962,0.675381282965342,0.729019623994827,0.812745109200478,0.769319506252513,0.80021787683169,NA,0.746514176328977,0.717647075653076,0.213071897625923,NA,1,0.733496747910976
6,0.892011625898779,0.841705580552354,0.824420687826975,0.796589952448082,0.77585140654919,0.8765338467014,0.820073117644196,0.82355172390292,0.863562099635558,0.894963481846947,0.933129996723328,0.768257505488716,0.729019618034261,0.758347632815701,0.833416729461508,0.499673232437705,0.431982568983412,0.454164594412816,0.458579844337982,0.441394339006189,0.260245651007266,0.280448192359032,0.349019616843677,0.370084041357446,0.448419365956149,0.514135902705258,0.576802793674111,0.668507422719529,0.668627470732229,0.505335186803314,0.456209152936935,0.525490224361826,0.493167819093581,0.475748195460648,0.353634995909974,0.427325494289949,0.693398711581565,0.762670273089168,0.745713202392319,0.683834451768392,0.672766904036552,0.611560480669011,0.616362429898479,0.44021215399771,0.450962966018392,0.430890221168682,0.707510191314242,0.765788972377613,0.752018490258892,0.774200219856963,0.833100453190489,0.768511761407764,0.325118845836919,0.528649265567701,0.585747441937951,0.52611601606349,0.574819426787391,0.843338370323149,0.800831859762566,0.80869566357658,0.817647069693343,0.83442625256864,0.811145522092448,0.784907915375319,0.359286194772685,0.306644891699325,0.510364174843019,0.555755152957081,0.847427921435372,0.892156869173138,0.866618409523697,0.849210912861535,0.795278123447018,0.846304673415179,0.793621557304139,0.625000000000156,0.421271543611396,0.66524381658665,0.560926619030009,0.75271385389785,0.830266475677555,0.729411780832321,0.88839345593612,0.874248373508672,0.827199608087506,0.787301599978295,0.746037596836507,0.432107847185557,0.666666686535958,0.671895444393019,0.577923046218455
7,0.845275418022751,0.681251352370986,0.59202979918976,0.538341279831331,0.810062525443332,0.920858553898185,0.877437900702156,0.813155222817716,0.761803224907894,0.976667763467608,0.996447126070657,0.706268585541019,0.513577901080963,0.796037945402694,0.888930471873972,0.832957770175014,0.818502453749609,0.714373529814633,0.720131156880892,0.910130299346775,0.48986928164959,0.678741241678721,0.562129751164858,0.543027125717628,0.716066876861139,0.845083930926874,0.84458287164129,0.82550624813802,0.810390802422117,0.684751221158012,NA,0.754992872673936,0.73964253919456,0.911088578659906,0.454402858560729,0.563946115214684,0.875968756690882,0.864126609344967,0.855030366730047,0.796329883354561,0.771111199790337,0.873061718910165,0.987340902027329,0.260115914909461,0.60639443016625,0.451163076836126,0.7627150618482,0.853552442628285,0.844918933350242,0.837246864667194,0.868545628889615,0.857765426010686,0.771971302106972,0.722567304320937,0.556676030159,0.549391657840255,0.551469953436593,0.893697226444151,0.8829160240087,0.897865434708776,0.874482783047776,0.88075641213848,0.826261049122327,0.995759621848462,0.470588242014249,0.65084969401338,0.473302148169065,0.548602446596668,0.8381185257534,0.879040003963778,0.848845853758789,0.833158619923162,0.764962617139849,0.800431461488801,0.92374728123347,0.685175023346304,0.642352944612503,0.991763192254224,0.536295683156038,0.555012195325253,0.734204408935351,0.881920558277454,0.879051613962894,0.873048841953276,0.346220339403347,0.780541563034117,0.817721061549194,0.354248374700546,0.995058823823929,0.992820486798724,0.748643581997926
8,0.923137259485576,0.595642725634868,0.660784333944044,0.558333359659525,0.821848750114612,0.931590418021012,0.884926456958133,0.803249316556408,0.858823537827227,0.980392158031464,0.992156863212585,NA,0.439477157592773,0.824961105982299,0.895439801897338,0.776601320505134,0.820802989460222,0.781886100769643,0.742745101451454,0.885972857475862,NA,0.492006063462496,NA,0.537254929542542,0.717285082890208,0.854901969432929,0.8407843232157,0.76918768882774,0.819567625339427,0.478039246797303,NA,0.692156881095755,NA,0.965490198135376,NA,0.56339871883289,0.883025211946869,0.871732033789158,0.860484891924365,0.819607853889569,0.793688149679275,0.664705902340026,NA,NA,0.637908518314499,NA,0.787581712007475,0.875032683213559,0.683753520249921,0.733333349227652,0.883386539858405,0.926522192202418,NA,NA,NA,0.572642428534372,NA,0.8865121873942,0.893292060023849,0.907664889639091,0.883460206144098,0.895201261106353,0.995098039507832,1,NA,0.553186301141789,NA,NA,0.837176480293285,0.877124190330587,0.847451001405797,0.829048666689186,0.74211019277548,0.799843149184561,NA,NA,NA,0.985294118523678,0.717647075653076,0.588453183571761,0.717086851596643,0.888162679142465,0.85791857426003,0.874153305184123,NA,0.979084968567048,0.815892683832269,NA,NA,0.978609626943479,0.747058838606081
9,NA,0.645004689693469,0.575424861907959,0.554411791265019,0.826890766620642,0.926984131336217,0.890032688776644,0.808627456426641,0.846702326427827,0.952798576788469,0.992156863212585,NA,0.550326824188216,0.804855287075041,0.892636153433059,0.752044100387423,0.812745109200495,0.804040415720491,0.722285489882187,0.842701534430174,NA,0.501108299130987,NA,0.517647087574005,0.715650645169358,0.844481801986704,0.841176470120752,0.823634464293723,0.803921580314629,0.441091222607588,NA,NA,NA,0.901027083396957,NA,0.545573407953408,0.879424866040553,0.869551506535763,0.859943985939033,0.765378160136079,0.770837794650637,0.88191721836727,NA,NA,0.593540970016928,0.50457518796125,0.772997212409983,0.870165930344514,0.712290787115337,0.867450988292704,0.882244015733407,0.939473166610252,NA,NA,NA,0.529493462294342,0.521568655967712,0.882745105028156,0.885176477432255,0.844755689303082,0.882785669688518,0.887379711324515,0.935490199923503,1,NA,0.600000023841858,0.470028012990908,NA,0.81297135353089,0.874727676312125,0.847146001127024,0.828276584022917,0.731434224911454,0.807843148708292,0.983193278312716,NA,NA,NA,0.62709449638018,0.56033616065981,0.754088967311677,0.88823530077934,0.872735795520599,0.87563025951385,NA,0.988457270388335,0.763834436734496,NA,NA,NA,NA
10,0.992268908023833,0.883915892113814,0.849019616842272,0.67518384288995,0.834173679351807,0.916138768196105,0.867459320007483,0.840062777996062,0.880640714101385,0.99016940167972,0.994186851557562,0.803402549203701,0.704173375430863,0.731031801965502,0.857289022725556,0.744366028308853,0.837578092957586,0.747093411052917,0.873382923931913,0.987977539149808,0.986337761725149,0.850634380298493,0.809586094485391,0.783810973167423,0.80043769361717,0.815730849450276,0.820560227547367,0.835856715335117,0.84051813212308,0.775191829256389,NA,0.992991239466564,0.992156863212585,0.956339871883383,0.748298907602161,0.786666691303257,0.831491398088845,0.825326807796942,0.828758180141439,0.81402355194091,0.835339993761295,0.957700016833575,NA,0.663612388074395,0.790270455952342,0.643763408941378,0.789737183996964,0.825870382542508,0.842392385338922,0.625490218400961,0.887195978008333,0.897007237923772,0.831372559070587,0.992156863212585,0.9111111164093,0.832326468583704,0.818532223701485,0.876658616000652,0.84132730960845,0.873805529730653,0.862887713042168,0.898067638493965,0.908845321337386,0.977647060155874,NA,0.65343139320612,0.350326806306848,0.813672507131455,0.820892505604643,0.879463371477627,0.844941172003737,0.852557328012254,0.863821045328408,0.887880505834308,0.940945793600645,NA,NA,0.959589171409603,0.852539855137208,0.836410266160968,0.82259571552277,0.842183369237021,0.853843129873279,0.876527429922768,0.314161231120418,0.919172118107478,0.916461473287539,NA,NA,0.996078431606293,0.90681373104453
11,0.937254905700684,0.592941200733185,NA,0.546856010782308,0.81247772953727,0.925590753555298,0.881624667985099,0.78858824968338,0.852058832347393,0.987843137979507,0.997101449448129,NA,0.55659230413108,0.792717099189758,0.889490208029747,0.765537744218653,0.809285564669247,0.722042679786682,0.681320968427156,0.879166673868895,NA,0.693158142110135,0.537254929542542,0.51915538081756,0.716377246947516,0.859056960968744,0.861105160279708,0.836824495617936,0.81896195341559,0.594190292888217,NA,0.731764721870422,0.993137255311012,0.894324051706414,NA,0.531960785388947,0.879215717315674,0.785620927810669,0.845183299935382,0.733911288411994,0.747619062662125,0.921799312619602,NA,NA,0.592156887054443,NA,0.773856222629547,0.860643131732941,0.786274522542953,0.858371049165726,0.871292114257812,0.910588240623474,NA,NA,0.704575181007385,0.548801769812902,0.526348067447543,0.887450987100601,0.88520499792966,0.904727167861406,0.878095235143389,0.870286602240342,0.822021126747131,0.995257638221563,NA,NA,0.508823558688164,NA,0.844028529795733,0.867137262821198,0.843992872671647,0.821671837254574,0.757000358481156,0.786056657632192,0.98743087053299,NA,NA,NA,0.547118268229745,0.563874060457403,0.724777200005271,0.886470595002174,0.865686282515526,0.872717108045306,0.340113003880291,NA,0.764705896377563,NA,NA,0.978408305785235,NA
